{88.0000,132.0000,0.5600,0.1600,1.0000,1.0000,0.0000},
{31.0000,31.0000,0.5200,0.0400,1.0000,1.0000,0.0000},
{5.0000,12.0000,0.4400,0.3000,1.0000,1.0000,0.0000},
{38.0000,81.0000,0.6200,0.3600,1.0000,0.0200,0.0000},
{7.0000,14.0000,0.5800,0.1600,1.0000,1.0000,0.0000},
{25.0000,47.0000,0.6800,0.4000,1.0000,0.1000,0.0000},
{44.0000,44.0000,0.3600,0.0400,1.0000,1.0000,0.0000},
{9.0000,18.0000,0.3200,0.0400,1.0000,0.4000,0.0000},
{63.0000,29.0000,0.4800,0.0400,0.8000,1.0000,0.0000},
{39.0000,52.0000,0.3600,0.0600,1.0000,1.0000,0.0000},
{17.0000,125.0000,0.8800,0.1200,0.0200,1.0000,0.0000},
{74.0000,107.0000,0.4400,0.6400,1.0000,0.1000,0.0000},
{33.0000,7.0000,0.3200,0.0800,1.0000,1.0000,0.0000},
{119.0000,40.0000,0.1800,0.7400,1.0000,1.0000,0.0000},
{18.0000,9.0000,0.0400,0.3200,0.0400,1.0000,0.0000},
{13.0000,9.0000,0.5200,0.3800,0.8000,1.0000,0.0000},
{125.0000,44.0000,0.3200,0.9600,1.0000,1.0000,0.0000},
{40.0000,51.0000,0.6400,0.6200,0.0600,1.0000,0.0000},
{38.0000,81.0000,0.6200,0.3600,1.0000,0.8000,0.0000},
{16.0000,8.0000,0.4000,0.0400,1.0000,1.0000,0.0000},
{58.0000,8.0000,0.6000,0.9200,1.0000,1.0000,0.0000},
{98.0000,65.0000,0.0800,0.6400,1.0000,0.0600,0.0000},
{88.0000,74.0000,0.3200,0.2400,0.0200,1.0000,0.0000},
{15.0000,53.0000,0.6800,0.0400,1.0000,1.0000,0.0000},
{9.0000,13.0000,0.3800,0.5200,1.0000,0.0800,0.0000},
{22.0000,23.0000,0.3000,0.3400,1.0000,1.0000,0.0000},
{38.0000,81.0000,0.6200,0.3600,1.0000,0.2000,0.0000},
{4.0000,11.0000,0.7800,0.3200,1.0000,0.4000,0.0000},
{70.0000,97.0000,0.3600,0.0800,1.0000,0.2000,0.0000},
{33.0000,5.0000,0.4400,0.9000,0.1000,1.0000,0.0000},
{62.0000,24.0000,0.1000,0.5400,1.0000,0.0400,0.0000},
{19.0000,48.0000,0.3200,0.2000,1.0000,1.0000,0.0000},
{16.0000,46.0000,0.7000,0.1200,0.4000,1.0000,0.0000},
{136.0000,69.0000,0.1600,0.6000,1.0000,1.0000,0.0000},
{96.0000,86.0000,0.2000,0.2400,1.0000,1.0000,0.0000},
{125.0000,79.0000,0.4400,0.5200,0.0400,1.0000,0.0000},
{29.0000,48.0000,0.6400,0.6800,1.0000,1.0000,0.0000},
{125.0000,17.0000,0.1200,0.8800,1.0000,0.0600,0.0000},
{38.0000,27.0000,0.4400,0.2000,1.0000,1.0000,0.0000},
{65.0000,44.0000,0.1600,0.6000,1.0000,0.0800,0.0000},
{9.0000,13.0000,0.3800,0.5200,1.0000,0.8000,0.0000},
{9.0000,37.0000,0.6400,0.1600,1.0000,1.0000,0.0000},
{34.0000,94.0000,0.8400,0.1200,1.0000,0.2000,0.0000},
{7.0000,25.0000,0.4000,0.2400,1.0000,1.0000,0.0000},
{63.0000,51.0000,0.2600,0.3800,0.0400,1.0000,0.0000},
{28.0000,40.0000,0.6200,0.2600,1.0000,1.0000,0.0000},
{62.0000,22.0000,0.3200,0.7200,1.0000,1.0000,0.0000},
{9.0000,5.0000,0.7200,0.4000,0.0800,1.0000,0.0000},
{118.0000,32.0000,0.6200,0.8000,1.0000,1.0000,0.0000},
{81.0000,82.0000,0.2000,0.4000,1.0000,1.0000,0.0000}
