{38.0000,42.0000,0.2800,0.2000,1.0000,1.0000,0.0000},
{80.0000,89.0000,0.3200,0.2000,1.0000,1.0000,0.0000},
{114.0000,78.0000,0.1200,0.4400,1.0000,1.0000,0.0000},
{63.0000,58.0000,0.4800,0.9200,0.1000,1.0000,0.0000},
{5.0000,25.0000,0.4000,0.0400,1.0000,1.0000,0.0000},
{74.0000,84.0000,0.7200,0.6400,0.0600,1.0000,0.0000},
{68.0000,29.0000,0.4800,0.5600,0.2000,1.0000,0.0000},
{7.0000,21.0000,0.7600,0.2800,0.4000,1.0000,0.0000},
{17.0000,50.0000,0.4000,0.1200,1.0000,1.0000,0.0000},
{68.0000,29.0000,0.4800,0.5600,0.0200,1.0000,0.0000},
{25.0000,16.0000,0.1000,0.5600,0.0600,1.0000,0.0000},
{31.0000,75.0000,0.6000,0.8400,1.0000,1.0000,0.0000},
{74.0000,60.0000,0.1200,0.1600,1.0000,1.0000,0.0000},
{98.0000,71.0000,0.0800,0.3600,0.1000,1.0000,0.0000},
{29.0000,25.0000,0.4400,0.5000,1.0000,1.0000,0.0000},
{25.0000,55.0000,0.7200,0.4800,1.0000,1.0000,0.0000},
{117.0000,20.0000,0.1800,0.8800,1.0000,0.0400,0.0000},
{36.0000,21.0000,0.7600,0.1600,1.0000,1.0000,0.0000},
{78.0000,101.0000,0.3600,0.2400,1.0000,1.0000,0.0000},
{94.0000,34.0000,0.1200,0.8400,0.0800,1.0000,0.0000},
{15.0000,22.0000,0.5400,0.1800,1.0000,1.0000,0.0000},
{128.0000,64.0000,0.2400,0.4400,1.0000,1.0000,0.0000},
{21.0000,39.0000,0.6400,0.3400,0.8000,1.0000,0.0000},
{3.0000,12.0000,0.0800,0.2400,1.0000,0.1000,0.0000},
{7.0000,20.0000,0.6200,0.1200,1.0000,1.0000,0.0000},
{7.0000,5.0000,0.0400,0.3200,1.0000,1.0000,0.0000},
{74.0000,78.0000,0.2400,0.0800,1.0000,0.4000,0.0000},
{16.0000,15.0000,0.0800,0.4200,1.0000,0.0600,0.0000},
{84.0000,74.0000,0.6400,0.7200,1.0000,0.0200,0.0000},
{27.0000,100.0000,0.4000,0.4400,1.0000,1.0000,0.0000},
{67.0000,78.0000,0.3200,0.2000,0.0800,1.0000,0.0000},
{48.0000,6.0000,0.5600,0.9600,0.0400,1.0000,0.0000},
{115.0000,94.0000,0.3600,0.4800,0.2000,1.0000,0.0000},
{63.0000,35.0000,0.1600,0.6000,1.0000,1.0000,0.0000},
{54.0000,74.0000,0.6600,0.4000,1.0000,0.4000,0.0000},
{93.0000,127.0000,0.6000,0.3600,1.0000,1.0000,0.0000},
{65.0000,88.0000,0.3200,0.0800,1.0000,1.0000,0.0000},
{54.0000,75.0000,0.6000,0.7200,1.0000,1.0000,0.0000},
{39.0000,21.0000,0.3400,0.6400,1.0000,0.0200,0.0000},
{9.0000,13.0000,0.3800,0.5200,1.0000,0.2000,0.0000},
{125.0000,63.0000,0.5200,0.9600,1.0000,1.0000,0.0000},
{138.0000,106.0000,0.4000,0.5200,1.0000,1.0000,0.0000},
{9.0000,63.0000,0.5200,0.4400,1.0000,0.1000,0.0000},
{68.0000,29.0000,0.4800,0.5600,0.0800,1.0000,0.0000},
{67.0000,66.0000,0.1600,0.2400,0.8000,1.0000,0.0000},
{30.0000,48.0000,0.4400,0.2400,1.0000,1.0000,0.0000},
{93.0000,82.0000,0.1600,0.3200,1.0000,0.4000,0.0000},
{55.0000,42.0000,0.1000,0.3800,0.8000,1.0000,0.0000},
{36.0000,25.0000,0.8000,0.1600,1.0000,1.0000,0.0000},
{94.0000,47.0000,0.3600,0.8400,1.0000,0.0400,0.0000}
